Features;NSHAP-Value
cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No,copd:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No,dementia:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No,cancer:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No,dementia:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No,cancer:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No,cancer:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No,copd:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No,dementia:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No,cancer:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No,dementia:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No,cancer:No;False
cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No,cancer:No;False
cerebrovascular.disease:No,asthma:No,copd:No,dementia:No;False
cerebrovascular.disease:No,asthma:No,copd:No,cancer:No;False
cerebrovascular.disease:No,asthma:No,dementia:No,cancer:No;False
cerebrovascular.disease:No,copd:No,dementia:No,cancer:No;False
hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
hepatitis:No,endstage:55.00.renal.disease,asthma:No,copd:No;False
hepatitis:No,endstage:55.00.renal.disease,asthma:No,dementia:No;False
hepatitis:No,endstage:55.00.renal.disease,asthma:No,cancer:No;False
hepatitis:No,endstage:55.00.renal.disease,copd:No,dementia:No;False
hepatitis:No,endstage:55.00.renal.disease,copd:No,cancer:No;False
hepatitis:No,endstage:55.00.renal.disease,dementia:No,cancer:No;False
hepatitis:No,chronic.kidney.disease:No,asthma:No,copd:No;False
hepatitis:No,chronic.kidney.disease:No,asthma:No,dementia:No;False
hepatitis:No,chronic.kidney.disease:No,asthma:No,cancer:No;False
hepatitis:No,chronic.kidney.disease:No,copd:No,dementia:No;False
hepatitis:No,chronic.kidney.disease:No,copd:No,cancer:No;False
hepatitis:No,chronic.kidney.disease:No,dementia:No,cancer:No;False
hepatitis:No,asthma:No,copd:No,dementia:No;False
hepatitis:No,asthma:No,copd:No,cancer:No;False
hepatitis:No,asthma:No,dementia:No,cancer:No;False
hepatitis:No,copd:No,dementia:No,cancer:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No,copd:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No,dementia:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No,cancer:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No,dementia:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No,cancer:No;False
endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No,cancer:No;False
endstage:55.00.renal.disease,asthma:No,copd:No,dementia:No;False
endstage:55.00.renal.disease,asthma:No,copd:No,cancer:No;False
endstage:55.00.renal.disease,asthma:No,dementia:No,cancer:No;False
endstage:55.00.renal.disease,copd:No,dementia:No,cancer:No;False
chronic.kidney.disease:No,asthma:No,copd:No,dementia:No;False
chronic.kidney.disease:No,asthma:No,copd:No,cancer:No;False
chronic.kidney.disease:No,asthma:No,dementia:No,cancer:No;False
chronic.kidney.disease:No,copd:No,dementia:No,cancer:No;False
asthma:No,copd:No,dementia:No,cancer:No;False
